15:19:38  CPU mode
15:19:38  ============================================================
15:19:38  AVE FULL PIPELINE
15:19:38  ============================================================
15:19:38  
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  STAGE 1 — FEATURE EXTRACTION
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  Unique videos   : 4097
15:19:38  Already done    : 0
15:19:38  To extract      : 4097
15:19:38  Loading VGGish ...
15:20:53  VGGish ready.
15:20:53  Loading R(2+1)D-18 ...
15:21:31  R(2+1)D ready.
15:21:38    [   1/4097] c---zaDCTaE  7.5s  ETA 509 min
15:34:42    [ 349/4097] 7a-SlB-TV9o  2.5s  ETA 142 min
15:34:45    [ 350/4097] J0p_joNdGe0  3.1s  ETA 142 min
15:34:47    [ 351/4097] KgKMe6oIkJc  1.6s  ETA 142 min
15:34:50    [ 352/4097] F3AsQHJE5E0  3.2s  ETA 142 min
15:34:52    [ 353/4097] 0kTHgSzQkfw  2.6s  ETA 142 min
15:34:56    [ 354/4097] 5C2Ogf7efdU  3.3s  ETA 142 min
15:34:57    [ 355/4097] Ao4ls4kFejw  1.2s  ETA 142 min
15:34:59    [ 356/4097] E0IxV6UEqZ8  2.1s  ETA 142 min
15:35:02    [ 357/4097] NDsC25x_gUI  2.6s  ETA 142 min
15:35:03    [ 358/4097] MM9O504q7Zc  1.5s  ETA 141 min
15:35:05    [ 359/4097] 5eMCEnwZkcY  1.6s  ETA 141 min
15:35:06    [ 360/4097] 1wJoXRIRBfI  1.6s  ETA 141 min
15:35:08    [ 361/4097] EvHgP6eSPxo  1.6s  ETA 141 min
15:35:09    [ 362/4097] 3iYj8V-OxJM  1.4s  ETA 141 min
15:35:11    [ 363/4097] K6F1sogt46U  1.9s  ETA 141 min
15:35:13    [ 364/4097] 84Fw-jojR6E  1.8s  ETA 141 min
15:35:17    [ 365/4097] 6o8Iq_QBZoQ  4.0s  ETA 141 min
15:35:18    [ 366/4097] -9YohOxYZ0Q  1.3s  ETA 141 min
15:35:20    [ 367/4097] JBFvyolYWfA  2.0s  ETA 140 min
15:35:22    [ 368/4097] CNxIeasZD74  1.4s  ETA 140 min
15:35:29    [ 369/4097] 12lHWBzDR9E  7.7s  ETA 141 min
15:35:31    [ 370/4097] NOy1JrCodP8  1.4s  ETA 141 min
15:35:32    [ 371/4097] BWPAtch_Xvg  1.1s  ETA 141 min
15:35:36    [ 372/4097] Az3L_C6lAN0  4.0s  ETA 141 min
15:35:37    [ 373/4097] Lj3XXQvlbRg  1.4s  ETA 141 min
15:35:40    [ 374/4097] BJkDuJ2Q3uo  2.2s  ETA 141 min
15:35:41    [ 375/4097] HeLXU0sydjA  1.4s  ETA 141 min
15:35:42    [ 376/4097] MWFQerde_h8  1.5s  ETA 140 min
15:35:44    [ 377/4097] DuYDDdcT-DM  1.4s  ETA 140 min
15:35:45    [ 378/4097] B6kHGmBYycY  1.6s  ETA 140 min
15:35:47    [ 379/4097] Eytilpo3UhE  1.5s  ETA 140 min
15:35:49    [ 380/4097] J-Igx1Ucy-Y  1.8s  ETA 140 min
15:35:51    [ 381/4097] 8gYX8XhEOyg  2.0s  ETA 140 min
15:35:53    [ 382/4097] CZVMFTPG_RE  2.2s  ETA 140 min
15:35:55    [ 383/4097] 6IKre5MZpAQ  2.5s  ETA 140 min
15:35:57    [ 384/4097] NeWW30WZjPc  1.4s  ETA 140 min
15:35:58    [ 385/4097] 3xbAoVtkinI  1.5s  ETA 139 min
15:36:00    [ 386/4097] 5pSsC39eUHw  1.9s  ETA 139 min
15:36:02    [ 387/4097] 3k06yhK3sfk  2.3s  ETA 139 min
15:36:04    [ 388/4097] IXAL71JiSAI  1.9s  ETA 139 min
15:36:06    [ 389/4097] 3nWeAosWK40  2.0s  ETA 139 min
15:36:08    [ 390/4097] E0sj3IDKZME  1.9s  ETA 139 min
15:36:10    [ 391/4097] F2qTJjE0pUc  1.5s  ETA 139 min
15:36:11    [ 392/4097] 7Hn6I8Sxr2c  1.4s  ETA 139 min
15:36:13    [ 393/4097] GmetnCLxFHE  1.7s  ETA 139 min
15:36:14    [ 394/4097] 7MWwLEBjki8  1.2s  ETA 138 min
15:36:17    [ 395/4097] K-VceyH2f6c  2.9s  ETA 138 min
15:36:22    [ 396/4097] BHdi8AH1McE  5.1s  ETA 139 min
15:36:24    [ 397/4097] -5rnGk2e1ao  2.1s  ETA 139 min
15:36:26    [ 398/4097] 0eaVWAwYCyU  1.6s  ETA 139 min
15:36:28    [ 399/4097] 8Jil7lxOl3w  1.8s  ETA 139 min
15:36:29    [ 400/4097] CTMn3L0C5kI  1.3s  ETA 138 min
15:36:32    [ 401/4097] 8x8WnIpPisw  3.2s  ETA 138 min
15:36:34    [ 402/4097] 5KEPA_ORiVI  1.7s  ETA 138 min
15:36:36    [ 403/4097] DxXFfGtu2zQ  1.9s  ETA 138 min
15:36:37    [ 404/4097] 2uRe-e8RVEM  1.3s  ETA 138 min
15:36:38    [ 405/4097] Iwz2CW1hsVI  1.3s  ETA 138 min
15:36:40    [ 406/4097] -XZsrkx1QTg  1.7s  ETA 138 min
15:36:41    [ 407/4097] BhO04bUXL54  1.4s  ETA 138 min
15:36:43    [ 408/4097] 5-xKnAigQnA  1.4s  ETA 137 min
15:36:45    [ 409/4097] I-1qF2Aa-uQ  2.0s  ETA 137 min
15:36:46    [ 410/4097] H_bgPn81rww  1.6s  ETA 137 min
15:36:49    [ 411/4097] L1wGG8KdOIw  2.8s  ETA 137 min
15:36:54    [ 412/4097] 6Flj55tSIQE  4.3s  ETA 138 min
15:36:55    [ 413/4097] 8C3AADRMw-4  1.3s  ETA 137 min
15:36:57    [ 414/4097] 4AYySiliYAw  1.7s  ETA 137 min
15:36:58    [ 415/4097] 1KZ0cJhqmW4  1.6s  ETA 137 min
15:37:00    [ 416/4097] DAa3RlRYqus  2.3s  ETA 137 min
15:37:02    [ 417/4097] 6ExUE6V95Tw  1.9s  ETA 137 min
15:37:05    [ 418/4097] LPmkUnCv6ow  2.7s  ETA 137 min
15:37:07    [ 419/4097] 4xW7mL-QIQw  2.1s  ETA 137 min
15:37:09    [ 420/4097] Hbbfhs4R31c  1.9s  ETA 137 min
15:37:11    [ 421/4097] 0pxLE0wNx-I  1.6s  ETA 137 min
15:37:12    [ 422/4097] JnvJwrYVeJA  1.8s  ETA 137 min
15:37:14    [ 423/4097] -84CyEpynsY  1.3s  ETA 136 min
15:37:15    [ 424/4097] B24WpHI9NBE  1.5s  ETA 136 min
15:37:17    [ 425/4097] LEcrcFHKb-I  1.8s  ETA 136 min
15:37:19    [ 426/4097] CalrtHAXuqs  1.5s  ETA 136 min
15:37:21    [ 427/4097] BKRWEAYxHg0  2.2s  ETA 136 min
15:37:23    [ 428/4097] E1FHRl3Qv_o  2.4s  ETA 136 min
15:37:25    [ 429/4097] 5hoASlZuPeQ  1.6s  ETA 136 min
15:37:26    [ 430/4097] 2QhjPJv7ido  1.7s  ETA 136 min
15:37:28    [ 431/4097] HA9yvpvCI7o  1.4s  ETA 136 min
15:37:31    [ 432/4097] 8zL4trFJ1LY  2.8s  ETA 136 min
15:37:34    [ 433/4097] 0ws3LwMB9ns  3.5s  ETA 136 min
15:37:36    [ 434/4097] JY26Uaws4DI  1.9s  ETA 136 min
15:37:41    [ 435/4097] 6VDVoRwopWE  4.8s  ETA 136 min
15:37:44    [ 436/4097] Cvq5cPBfeRI  2.9s  ETA 136 min
15:37:46    [ 437/4097] 8laqrpkzTKU  2.3s  ETA 136 min
15:37:51    [ 438/4097] GqFSNyW1Iis  5.5s  ETA 137 min
15:37:55    [ 439/4097] Dzu7hVtOiFM  3.2s  ETA 137 min
15:37:56    [ 440/4097] KLjwk9s6XsQ  1.5s  ETA 136 min
15:37:59    [ 441/4097] 8DxT_XyaT9w  3.0s  ETA 137 min
15:38:01    [ 442/4097] G_R-8h08GKk  2.0s  ETA 136 min
15:38:05    [ 443/4097] AAd3ZzKX1kg  4.2s  ETA 137 min
15:38:09    [ 444/4097] Fc266wAbj_4  4.0s  ETA 137 min
15:38:12    [ 445/4097] 1dGmguC1hJk  2.1s  ETA 137 min
15:38:17    [ 446/4097] Ip9JKi2ffg8  5.2s  ETA 137 min
15:38:19    [ 447/4097] 1AfXFAf3trQ  2.6s  ETA 137 min
15:38:22    [ 448/4097] BRQVmM6fSak  3.0s  ETA 137 min
15:38:25    [ 449/4097] -8MpVkOt4Hk  2.8s  ETA 137 min
15:38:27    [ 450/4097] -iAUOrx_4Hw  1.6s  ETA 137 min
15:38:30    [ 451/4097] J8DZ-gyauXg  3.1s  ETA 137 min
15:38:35    [ 452/4097] KIFXOrj3lp0  4.9s  ETA 138 min
15:38:39    [ 453/4097] 4cuwf0Sq7lE  4.2s  ETA 138 min
15:38:44    [ 454/4097] DynoOMg9Mvw  5.3s  ETA 138 min
15:38:48    [ 455/4097] Cu-W6A6FRPc  3.4s  ETA 138 min
15:38:49    [ 456/4097] 1Co8vdldU2A  1.5s  ETA 138 min
15:38:53    [ 457/4097] 5Xy6dks_Zjw  4.3s  ETA 138 min
15:38:55    [ 458/4097] 5Mo7W3FN6ms  2.0s  ETA 138 min
15:38:57    [ 459/4097] 5_Gi8Bv8wZE  1.4s  ETA 138 min
15:38:58    [ 460/4097] HNm214SkJPM  1.5s  ETA 138 min
15:39:00    [ 461/4097] 5-I8cdKmRCc  1.6s  ETA 138 min
15:39:03    [ 462/4097] 8vkOYo3ha1Y  2.9s  ETA 138 min
15:39:04    [ 463/4097] 3bZhLPACkUc  1.6s  ETA 138 min
15:39:09    [ 464/4097] C7aKHANH3Sc  4.3s  ETA 138 min
15:39:11    [ 465/4097] 2xF7HatK22k  2.4s  ETA 138 min
15:39:13    [ 466/4097] C3q2vSaKlHM  1.8s  ETA 138 min
15:39:20    [ 467/4097] DO6HpMTSkF4  7.0s  ETA 138 min
15:39:21    [ 468/4097] ACNFqxv_A0Q  1.2s  ETA 138 min
15:39:22    [ 469/4097] B58-khpq9Qs  1.4s  ETA 138 min
15:39:27    [ 470/4097] G5dYqqk97dI  4.5s  ETA 138 min
15:39:33    [ 471/4097] 2DsqCMYTVOQ  5.8s  ETA 139 min
15:39:34    [ 472/4097] 8q5l9_OSl_A  1.3s  ETA 139 min
15:39:38    [ 473/4097] IuiGNyXXZaE  4.0s  ETA 139 min
15:39:41    [ 474/4097] 55k2oh0wtug  2.7s  ETA 139 min
15:39:43    [ 475/4097] 49ugTlJOSlc  2.1s  ETA 139 min
15:39:46    [ 476/4097] 2coSAx95GQU  2.7s  ETA 139 min
15:39:47    [ 477/4097] 3sV2UltJaKk  1.5s  ETA 139 min
15:39:50    [ 478/4097] FlIOhn_oQLM  2.8s  ETA 139 min
15:39:53    [ 479/4097] 4nFtdiPKmZ0  2.8s  ETA 139 min
15:39:54    [ 480/4097] EtwTPin7I1Q  1.7s  ETA 139 min
15:39:56    [ 481/4097] -6oO5OktZVk  1.4s  ETA 138 min
15:39:57    [ 482/4097] DBKdnHyDp5U  1.8s  ETA 138 min
15:40:00    [ 483/4097] 66_1TQ1FsT4  2.2s  ETA 138 min
15:40:02    [ 484/4097] FQpo_whik1o  2.0s  ETA 138 min
15:40:03    [ 485/4097] BCzr2lsLulY  1.3s  ETA 138 min
15:40:05    [ 486/4097] 0vWh6Knoer8  1.6s  ETA 138 min
15:40:07    [ 487/4097] 0rOrlLPYRzQ  2.7s  ETA 138 min
15:40:11    [ 488/4097] 12jPv5y32w0  3.2s  ETA 138 min
15:40:14    [ 489/4097] -Mb3QaClyJI  3.3s  ETA 138 min
15:40:16    [ 490/4097] CN0m9JCu4qA  2.6s  ETA 138 min
15:40:18    [ 491/4097] 5j9AJOlOzJI  1.7s  ETA 138 min
15:40:19    [ 492/4097] EtdNyMsl1f4  1.1s  ETA 138 min
15:40:21    [ 493/4097] CNB87LiLXso  1.6s  ETA 138 min
15:40:22    [ 494/4097] Ie2KkAvU1zU  1.3s  ETA 138 min
15:40:23    [ 495/4097] 5BRITqoxrJ4  1.1s  ETA 137 min
15:40:27    [ 496/4097] AdovQEX-Jco  3.4s  ETA 137 min
15:40:28    [ 497/4097] -ZxXzLFFqAA  1.8s  ETA 137 min
15:40:30    [ 498/4097] DRJL6tJFS98  1.4s  ETA 137 min
15:40:31    [ 499/4097] FPIVRAQI9Ao  1.5s  ETA 137 min
15:40:34    [ 500/4097] 5qRMgTBO9NU  2.3s  ETA 137 min
15:40:35    [ 501/4097] 8bOXqESYb8o  1.6s  ETA 137 min
15:40:36    [ 502/4097] -7hEpq9YLs8  1.0s  ETA 137 min
15:40:39    [ 503/4097] E9jM9yUBZew  2.4s  ETA 137 min
15:40:40    [ 504/4097] H9zD1nVSw9g  1.7s  ETA 137 min
15:40:45    [ 505/4097] D8C_w71_4KY  5.1s  ETA 137 min
15:40:48    [ 506/4097] I-KEgJSZ4c8  2.8s  ETA 137 min
15:40:51    [ 507/4097] CI6A-TGvlRo  2.6s  ETA 137 min
15:40:53    [ 508/4097] 7633eW447cg  2.1s  ETA 137 min
15:40:56    [ 509/4097] EY3fFSkPbaA  3.0s  ETA 137 min
15:40:57    [ 510/4097] Es0nAaj9eaA  1.4s  ETA 137 min
15:41:01    [ 511/4097] 6qupraZ3Nag  4.2s  ETA 137 min
15:41:04    [ 512/4097] 40RKegr9zk8  2.8s  ETA 137 min
15:41:08    [ 513/4097] 1Qdk6W5OaVo  3.4s  ETA 137 min
15:41:12    [ 514/4097] 6cc_-n_lKiA  4.6s  ETA 137 min
15:41:15    [ 515/4097] HTJLR3jbYTg  3.2s  ETA 137 min
15:41:20    [ 516/4097] 7brboN4nzcE  4.4s  ETA 137 min
15:41:22    [ 517/4097] 21BlW-li2Q4  2.3s  ETA 137 min
15:41:26    [ 518/4097] 0QPmJcB7MZU  3.9s  ETA 138 min
15:41:28    [ 519/4097] 2NRNCVQRJWs  1.7s  ETA 137 min
15:41:30    [ 520/4097] CtdG32YHaTA  2.0s  ETA 137 min
15:41:31    [ 521/4097] HQ6bw3Eou1U  2.0s  ETA 137 min
15:41:35    [ 522/4097] 1xKLPsJx7E0  4.0s  ETA 137 min
15:41:38    [ 523/4097] BTVyXZR_iHM  2.3s  ETA 137 min
15:41:40    [ 524/4097] -SuOK31Shjo  1.8s  ETA 137 min
15:41:44    [ 525/4097] -Kj41tZzwUk  4.1s  ETA 138 min
15:41:46    [ 526/4097] 2F-k_NG5Nbo  2.3s  ETA 137 min
15:41:49    [ 527/4097] 3PxyZDi24Hc  2.7s  ETA 137 min
15:41:52    [ 528/4097] 3Xb3gGBvUBY  3.3s  ETA 138 min
15:41:53    [ 529/4097] E99gGotJmUE  1.1s  ETA 137 min
15:41:58    [ 530/4097] 56KgxEF8yrU  5.0s  ETA 138 min
15:42:03    [ 531/4097] 36I3i529AiQ  4.9s  ETA 138 min
15:42:07    [ 532/4097] JKJCpS-ejTs  4.4s  ETA 138 min
15:42:11    [ 533/4097] 4CzHeROJhNc  4.0s  ETA 138 min
15:42:16    [ 534/4097] 6nakxDQFBlI  4.8s  ETA 138 min
15:42:18    [ 535/4097] 2yKeNe31rpU  2.0s  ETA 138 min
15:42:21    [ 536/4097] -LmeyyQrsCA  2.8s  ETA 138 min
15:42:23    [ 537/4097] 1Kd1eUeaKdQ  1.7s  ETA 138 min
15:42:24    [ 538/4097] 4X5rKJYvVfU  1.2s  ETA 138 min
15:42:26    [ 539/4097] 7o74RiDSb_M  1.7s  ETA 138 min
15:42:28    [ 540/4097] 5CC4RUxyCCI  2.1s  ETA 138 min
15:42:30    [ 541/4097] JH9DchBimmE  2.5s  ETA 138 min
15:42:32    [ 542/4097] 4vird5nc6ik  1.5s  ETA 138 min
15:42:34    [ 543/4097] 052ec29Owas  1.9s  ETA 138 min
15:42:36    [ 544/4097] Jt2ycIPZ2uU  1.9s  ETA 138 min
15:42:37    [ 545/4097] Dc1MkxD0vME  1.6s  ETA 138 min
15:42:39    [ 546/4097] 8SQPfoFvUpY  1.9s  ETA 137 min
15:42:41    [ 547/4097] -Tm1A0YWcY0  1.6s  ETA 137 min
15:42:45    [ 548/4097] 1QLdlIqDyHA  4.6s  ETA 138 min
15:42:48    [ 549/4097] HyAGOtC2wtM  2.6s  ETA 138 min
15:42:54    [ 550/4097] HLqhkZAW0K8  5.5s  ETA 138 min
15:42:55    [ 551/4097] ESEEIPdBkog  1.4s  ETA 138 min
15:42:57    [ 552/4097] -hFfhRVMYj0  2.1s  ETA 138 min
15:43:02    [ 553/4097] Hp9Xg_DWJoQ  5.1s  ETA 138 min
15:43:05    [ 554/4097] 95jht_g3AXc  2.9s  ETA 138 min
15:43:07    [ 555/4097] 5nZu6QpfG0g  2.0s  ETA 138 min
15:43:10    [ 556/4097] EMYgFKAZyf8  3.0s  ETA 138 min
15:43:14    [ 557/4097] 3qOK68-L2cU  4.0s  ETA 138 min
15:43:18    [ 558/4097] 58YmBQRlM0k  3.4s  ETA 138 min
15:43:19    [ 559/4097] 3p-N9U8C8gw  1.1s  ETA 138 min
15:43:22    [ 560/4097] IvO1zqoBXAA  3.4s  ETA 138 min
15:43:24    [ 561/4097] BjKc3RcWnM4  2.0s  ETA 138 min
15:43:26    [ 562/4097] 1Hdxp8W6IV0  1.8s  ETA 138 min
15:43:27    [ 563/4097] F0Hr4Fy89f0  1.5s  ETA 138 min
15:43:29    [ 564/4097] IOBbVjG2IC8  1.2s  ETA 138 min
15:43:30    [ 565/4097] 7wv251gTz9g  1.3s  ETA 137 min
15:43:31    [ 566/4097] AQvhFMkI51Y  1.1s  ETA 137 min
15:43:35    [ 567/4097] 36ifFEokXgQ  4.2s  ETA 137 min
15:43:40    [ 568/4097] 9fjgGUKumyM  4.6s  ETA 138 min
15:43:42    [ 569/4097] D2BfXuSxZLg  1.9s  ETA 138 min
15:43:43    [ 570/4097] ANcBSwpwbZc  1.6s  ETA 137 min
15:43:47    [ 571/4097] JBjsk5ha-Y4  3.9s  ETA 138 min
15:43:49    [ 572/4097] BuVVYGQmC_I  1.9s  ETA 137 min
15:43:53    [ 573/4097] 2f0JKXfTPrE  3.4s  ETA 138 min
15:43:54    [ 574/4097] BgIPAH8GV4E  1.9s  ETA 137 min
15:43:56    [ 575/4097] GjDwrcfeZvc  1.9s  ETA 137 min
15:43:58    [ 576/4097] AT5-AmmWlJI  2.0s  ETA 137 min
15:44:00    [ 577/4097] KVZ3Yq-RGg4  1.4s  ETA 137 min
15:44:01    [ 578/4097] -UX39TNCoJk  1.1s  ETA 137 min
15:44:03    [ 579/4097] 8wJGJIqr_eU  2.2s  ETA 137 min
15:44:06    [ 580/4097] 1ZeXHvqcMRE  2.7s  ETA 137 min
15:44:08    [ 581/4097] -WsmwJzAgLo  2.0s  ETA 137 min
15:44:10    [ 582/4097] 2Jnv4ouZEEw  2.2s  ETA 137 min
15:44:12    [ 583/4097] -Nh8B2B_lPU  2.1s  ETA 137 min
15:44:14    [ 584/4097] 4K8P4BoufRM  1.7s  ETA 137 min
15:44:15    [ 585/4097] 4DFCW3aPDcY  1.5s  ETA 137 min
15:44:16    [ 586/4097] 3Jfh4vUaw18  1.3s  ETA 136 min
15:44:19    [ 587/4097] 3As6JHFBlVg  2.1s  ETA 136 min
15:44:22    [ 588/4097] 4xudimm40HY  3.7s  ETA 136 min
15:44:25    [ 589/4097] 5IRu9K0yzxQ  2.2s  ETA 136 min
15:44:26    [ 590/4097] -WwAxd-BBrs  1.4s  ETA 136 min
15:44:29    [ 591/4097] 22olCB3wQaA  3.2s  ETA 136 min
15:44:33    [ 592/4097] 6u_CZHfvlWQ  3.8s  ETA 136 min
15:44:35    [ 593/4097] 7wtsszJc6V8  2.1s  ETA 136 min
15:44:37    [ 594/4097] 446Sa0G5xCA  1.5s  ETA 136 min
15:44:42    [ 595/4097] 4dSzEEFUMxM  5.3s  ETA 136 min
15:44:44    [ 596/4097] 44sFddUuZDM  1.7s  ETA 136 min
15:44:47    [ 597/4097] 3N_MqBnppv0  3.2s  ETA 136 min
15:44:51    [ 598/4097] 3obLPXCKYpM  4.4s  ETA 137 min
15:44:57    [ 599/4097] 2MK_wQr3Msw  5.8s  ETA 137 min
15:45:00    [ 600/4097] 4Yti-J4YrX4  2.9s  ETA 137 min
15:45:03    [ 601/4097] 7ZGjZTmhklA  2.9s  ETA 137 min
15:45:04    [ 602/4097] 6QipAjvqRgI  1.6s  ETA 137 min
15:45:08    [ 603/4097] 3lbqsEFf4Qw  3.6s  ETA 137 min
15:45:10    [ 604/4097] 48OZxhWjepk  1.7s  ETA 137 min
15:45:12    [ 605/4097] 3LgI2wLOgVE  1.9s  ETA 137 min
15:45:18    [ 606/4097] 3HmqJtS2q2Y  6.4s  ETA 137 min
15:45:21    [ 607/4097] 1hA5COzE6sY  2.4s  ETA 137 min
15:45:23    [ 608/4097] 2JaOuIcH_2U  2.6s  ETA 137 min
15:45:25    [ 609/4097] -iWt2y7orGc  1.6s  ETA 137 min
15:45:26    [ 610/4097] 5apSJFQBrOc  1.6s  ETA 137 min
15:45:30    [ 611/4097] 1qJMhqDhaqU  3.2s  ETA 137 min
15:45:31    [ 612/4097] 3Nwo_WKoHwk  1.3s  ETA 137 min
15:45:34    [ 613/4097] 7iseubFVGVQ  2.7s  ETA 137 min
15:45:39    [ 614/4097] 5QJ8SOQQZ7c  5.2s  ETA 137 min
15:45:40    [ 615/4097] 8KskMOm3vDE  1.6s  ETA 137 min
15:45:43    [ 616/4097] 4WfMsMlZgFk  2.1s  ETA 137 min
15:45:44    [ 617/4097] 6KO3eMyEeOg  1.8s  ETA 137 min
15:45:48    [ 618/4097] 6MST-YckqQ0  4.0s  ETA 137 min
15:45:49    [ 619/4097] -kOR7aKjFZw  1.1s  ETA 137 min
15:45:51    [ 620/4097] 5LAmVOm_sx4  1.8s  ETA 136 min
15:45:53    [ 621/4097] 7sByY3EL3bY  1.5s  ETA 136 min
15:45:57    [ 622/4097] 6-qpfoByoa4  4.6s  ETA 137 min
15:45:59    [ 623/4097] 5JSDRgTCt7M  1.6s  ETA 136 min
15:46:01    [ 624/4097] 4Y_NJx-p_wQ  2.5s  ETA 136 min
15:46:04    [ 625/4097] 0fM0Ssy2QPo  2.2s  ETA 136 min
15:46:09    [ 626/4097] 7NUqdE-24VA  5.1s  ETA 137 min
15:46:13    [ 627/4097] -ltM8L2kktU  4.2s  ETA 137 min
15:46:14    [ 628/4097] -afoF2aiV0w  1.4s  ETA 137 min
15:46:19    [ 629/4097] 6hL8HNIGdcY  5.0s  ETA 137 min
15:46:23    [ 630/4097] 3ibg2eaD2jo  3.5s  ETA 137 min
15:46:24    [ 631/4097] 1LAknnlMGEA  1.6s  ETA 137 min
15:46:27    [ 632/4097] 5e_TRzVOHLo  2.2s  ETA 137 min
15:46:29    [ 633/4097] 2zCcsxgX2_0  2.0s  ETA 137 min
15:46:33    [ 634/4097] 8QDaWF7Ps6A  4.4s  ETA 137 min
15:46:38    [ 635/4097] 3bbswz0Yzkg  5.1s  ETA 137 min
15:46:40    [ 636/4097] 2S5BMgtCq7Q  2.4s  ETA 137 min
15:46:47    [ 637/4097] -n2EQH6q-2w  6.6s  ETA 137 min
15:46:50    [ 638/4097] 5rI2La8NG7w  2.7s  ETA 137 min
15:46:52    [ 639/4097] -sdUv_DC28k  2.2s  ETA 137 min
15:46:57    [ 640/4097] 5WVAcBwifo8  4.7s  ETA 137 min
15:47:01    [ 641/4097] 8-sPfzsLr2k  4.4s  ETA 137 min
15:47:03    [ 642/4097] 5G-0Rma9gJU  1.6s  ETA 137 min
15:47:04    [ 643/4097] 57fIhnZBDeI  1.9s  ETA 137 min
15:47:06    [ 644/4097] -G7eX4G5Frc  1.8s  ETA 137 min
15:47:08    [ 645/4097] 3Y5XYAlo4ME  1.6s  ETA 137 min
15:47:11    [ 646/4097] 1bjZQVkbOdY  3.4s  ETA 137 min
15:47:12    [ 647/4097] -jwhbq9xZp8  1.2s  ETA 137 min
15:47:17    [ 648/4097] 7dlXw9MV9U0  4.6s  ETA 137 min
15:47:21    [ 649/4097] 2odAQZHNDRU  3.7s  ETA 137 min
15:47:25    [ 650/4097] 7LvrJxH3o70  4.0s  ETA 137 min
15:47:26    [ 651/4097] -Yr66H8rlAU  1.4s  ETA 137 min
15:47:30    [ 652/4097] -f84OxDzI54  3.8s  ETA 137 min
15:47:35    [ 653/4097] 2jXY8l00Poo  4.9s  ETA 137 min
15:47:39    [ 654/4097] -c96lccP5nc  4.5s  ETA 138 min
15:47:43    [ 655/4097] 8FnSsokvqj4  4.1s  ETA 138 min
15:47:46    [ 656/4097] 3Th367zDFec  2.1s  ETA 138 min
15:47:51    [ 657/4097] 7lP4OIywYO4  5.8s  ETA 138 min
15:47:53    [ 658/4097] 3zd4SD32QfI  2.0s  ETA 138 min
15:47:55    [ 659/4097] 1baytYmpcTA  1.7s  ETA 138 min
15:47:59    [ 660/4097] 4ua_-6aELrI  3.7s  ETA 138 min
15:48:01    [ 661/4097] 73jR_P3k8Ok  2.4s  ETA 138 min
15:48:03    [ 662/4097] 3NPJcISOvLc  1.5s  ETA 138 min
15:48:06    [ 663/4097] 6d7kNY4LGqQ  3.0s  ETA 138 min
15:48:08    [ 664/4097] 5jZ9_geG6t0  1.9s  ETA 138 min
15:48:11    [ 665/4097] 3spkRSuAaYs  3.2s  ETA 138 min
15:48:14    [ 666/4097] -rdjUIVtyZg  3.1s  ETA 138 min
15:48:18    [ 667/4097] 576UgLDJwdo  3.7s  ETA 138 min
15:48:22    [ 668/4097] 0rrcR5ML7aI  4.3s  ETA 138 min
15:48:23    [ 669/4097] 57kFw1rqgWw  1.5s  ETA 138 min
15:48:26    [ 670/4097] 1DkfRgtApF4  2.9s  ETA 138 min
15:48:28    [ 671/4097] 3UPXKVOz_PU  1.9s  ETA 138 min
15:48:31    [ 672/4097] 1plsefHccZ8  3.2s  ETA 138 min
15:48:35    [ 673/4097] 0Q4dvc6ZjZs  3.3s  ETA 138 min
15:48:36    [ 674/4097] 7njTG7RNNcs  1.6s  ETA 138 min
15:48:38    [ 675/4097] 2eaK9N7Wsms  1.7s  ETA 137 min
15:48:39    [ 676/4097] 6fFgupzqqTQ  1.3s  ETA 137 min
15:48:43    [ 677/4097] 89IYTbZz0UM  3.9s  ETA 137 min
15:48:45    [ 678/4097] -Z6NTNuLOTg  1.8s  ETA 137 min
15:48:47    [ 679/4097] 8-NdOdHi7Aw  1.6s  ETA 137 min
15:48:53    [ 680/4097] 1_EZv9lcy4I  6.7s  ETA 138 min
15:48:55    [ 681/4097] 7Oz8a2uZjW8  1.6s  ETA 137 min
15:48:56    [ 682/4097] 25JfZpQfJ8c  1.1s  ETA 137 min
15:48:57    [ 683/4097] -lg_Oz9glTY  1.4s  ETA 137 min
15:48:59    [ 684/4097] 28nsX8pg7S0  1.7s  ETA 137 min
15:49:03    [ 685/4097] -WyobeAiz5Y  3.8s  ETA 137 min
15:49:07    [ 686/4097] 2hfcKN22z1g  3.9s  ETA 137 min
15:49:08    [ 687/4097] -1q0XHPxqe8  1.7s  ETA 137 min
15:49:11    [ 688/4097] 2BY4lNq_uGs  2.2s  ETA 137 min
15:49:14    [ 689/4097] 3JAjNVImec4  3.1s  ETA 137 min
15:49:16    [ 690/4097] 0fIUmzUs9vw  2.0s  ETA 137 min
15:49:21    [ 691/4097] 5c-I4iyLr8s  5.6s  ETA 137 min
15:49:23    [ 692/4097] 5WREYg7Oog8  1.6s  ETA 137 min
15:49:24    [ 693/4097] 5JHNje238Gg  1.2s  ETA 137 min
15:49:28    [ 694/4097] 3cMqNcphAxE  3.9s  ETA 137 min
15:49:33    [ 695/4097] 2U1u2GjkYTA  5.1s  ETA 137 min
15:49:36    [ 696/4097] 0JVINGZaGPE  3.4s  ETA 137 min
15:49:39    [ 697/4097] 3YuBzhAU_Yc  2.1s  ETA 137 min
